epochs,training_loss,training_accuracy,testing_loss,testing_accuracy
40,0.02198723404255319,0.9963,0.09300000000000001,0.9723
41,0.020617021276595742,0.9972166666666666,0.09466666666666666,0.9727
42,0.019123404255319148,0.9961333333333333,0.09200000000000001,0.9724
43,0.01842127659574468,0.9972833333333333,0.09466666666666666,0.9725
44,0.01777872340425532,0.997,0.09599999999999999,0.9733
45,0.016493617021276594,0.9978333333333333,0.09799999999999999,0.974
46,0.015527659574468085,0.9974666666666666,0.09666666666666666,0.9729
47,0.014970212765957445,0.99825,0.09799999999999999,0.9731
48,0.01408936170212766,0.9982166666666666,0.09699999999999999,0.9742
49,0.012893617021276595,0.9984166666666666,0.09699999999999999,0.9716
50,0.013072340425531915,0.9983166666666666,0.09999999999999999,0.9735
51,0.011808510638297872,0.9984333333333333,0.10099999999999999,0.9731
52,0.01105531914893617,0.9988666666666667,0.10266666666666667,0.9731
53,0.010331914893617022,0.9989833333333333,0.10133333333333333,0.9738
54,0.009987234042553191,0.9992,0.103,0.9735
55,0.009051063829787234,0.9992666666666666,0.10233333333333333,0.9738
56,0.00884255319148936,0.9995166666666667,0.10466666666666667,0.9729
57,0.008382978723404256,0.99945,0.10366666666666667,0.975
58,0.008131914893617021,0.9994666666666666,0.10566666666666667,0.9743
59,0.00731063829787234,0.9995166666666667,0.106,0.9727
60,0.0069319148936170215,0.9996833333333334,0.109,0.9743
61,0.0065106382978723405,0.9997333333333334,0.10833333333333334,0.9743
62,0.005902127659574468,0.9998,0.10966666666666668,0.9743
63,0.005625531914893617,0.9998666666666667,0.11266666666666668,0.9732
64,0.005395744680851064,0.9998333333333334,0.11133333333333334,0.9735
65,0.0051021276595744685,0.9998,0.11333333333333334,0.9749
66,0.004872340425531915,0.9997166666666667,0.112,0.9731
67,0.004531914893617021,0.9998666666666667,0.11499999999999999,0.9737
68,0.004225531914893617,0.9999333333333333,0.11766666666666666,0.9749
69,0.0040170212765957445,0.9998666666666667,0.11766666666666666,0.9739
70,0.003948936170212766,0.9998833333333333,0.11866666666666666,0.9731
71,0.0036042553191489362,0.9998666666666667,0.119,0.974
72,0.004038297872340425,0.9996666666666667,0.12133333333333333,0.9744
73,0.003195744680851064,0.9999666666666667,0.12133333333333333,0.9739
74,0.0029617021276595744,0.9998666666666667,0.12266666666666666,0.9737
75,0.003051063829787234,0.9999333333333333,0.124,0.9739
76,0.0028808510638297876,0.9999333333333333,0.12333333333333334,0.9726
77,0.002408510638297872,0.9999833333333333,0.12666666666666668,0.9733
78,0.002204255319148936,0.9999666666666667,0.127,0.9741
79,0.0020340425531914894,1.0,0.12833333333333333,0.9738
80,0.0019063829787234043,1.0,0.129,0.9746
81,0.001970212765957447,1.0,0.13,0.9741
82,0.0018382978723404256,0.9999833333333333,0.13233333333333333,0.9736
83,0.007276595744680851,0.9991833333333333,0.14266666666666666,0.972
84,0.002948936170212766,0.9999833333333333,0.13433333333333333,0.9738
85,0.0016595744680851065,1.0,0.13033333333333333,0.9746
86,0.0012893617021276596,1.0,0.13133333333333333,0.9743
87,0.0011617021276595745,1.0,0.13266666666666668,0.974
88,0.001097872340425532,1.0,0.13433333333333333,0.9745
89,0.0010595744680851065,1.0,0.13433333333333333,0.9739
90,0.0010595744680851065,1.0,0.13633333333333333,0.9746
91,0.0010765957446808511,0.9999833333333333,0.13766666666666666,0.9737
92,0.0011446808510638298,1.0,0.13899999999999998,0.9745
93,0.001025531914893617,1.0,0.14066666666666666,0.9739
94,0.0009106382978723404,1.0,0.13899999999999998,0.9743
95,0.0011106382978723405,0.99915,0.14033333333333334,0.9721
96,0.006391489361702128,0.9988,0.156,0.9716
97,0.0035659574468085106,1.0,0.15,0.9738
98,0.0010042553191489361,1.0,0.142,0.9747
99,0.0007446808510638297,1.0,0.14266666666666666,0.9742
100,0.000676595744680851,1.0,0.14366666666666666,0.9749
